日期,收盘价,总市值,GDP,近十年分位数,总历史分位数,巴菲特指标
2010-01-03,3535.23,289939.52,348517.7,0.69437,0.69437,0.8319219368198516
2010-01-04,3564.04,287347.46,348517.7,0.68599,0.68599,0.8244845527214256
2010-01-05,3541.73,290512.47,348517.7,0.69836,0.69836,0.8335658992355337
2010-01-06,3471.46,288364.64,348517.7,0.68998,0.68998,0.8274031419351155
2010-01-07,3480.13,283176.69,348517.7,0.67299,0.67299,0.8125173843394468
2010-01-10,3482.05,283956.77,348517.7,0.67759,0.67759,0.8147556637726003
2010-01-11,3534.92,285454.63,348517.7,0.68045,0.68045,0.8190534655772146
2010-01-12,3421.14,290782.06,348517.7,0.70052,0.70052,0.834339432401855
2010-01-13,3469.05,282426.26,348517.7,0.6681,0.6681,0.8103641794950442
2010-01-14,3482.74,286512.78,348517.7,0.68213,0.68213,0.8220896097960018
2010-01-17,3500.68,287514.12,348517.7,0.68755,0.68755,0.8249627493811649
2010-01-18,3507.48,289181.24,348517.7,0.69297,0.69297,0.8297462080118169
2010-01-19,3394.43,289705.21,348517.7,0.69494,0.69494,0.8312496323716128
2010-01-20,3408.57,281123.14,348517.7,0.6601,0.6601,0.806625144146194
2010-01-21,3366.2,282411.76,348517.7,0.66553,0.66553,0.8103225747214561
2010-01-24,3328.01,279370.02,348517.7,0.6547,0.6547,0.8015949261687427
2010-01-25,3242.8,276325.87,348517.7,0.64219,0.64219,0.7928603626157293
2010-01-26,3198.57,269757.76,348517.7,0.62372,0.62372,0.7740145192051939
2010-01-27,3206.57,266644.51,348517.7,0.61807,0.61807,0.7650816873863221
2010-01-28,3204.16,267817.98,348517.7,0.6201,0.6201,0.7684487186733987
2010-01-31,3152.71,267837.47,348517.7,0.62043,0.62043,0.7685046412276908
2010-02-01,3146.19,263656.48,348517.7,0.60714,0.60714,0.756508148653569
2010-02-02,3230.72,263225.87,348517.7,0.60493,0.60493,0.755272601649787
2010-02-03,3218.8,269323.33,348517.7,0.62394,0.62394,0.7727680114955424
2010-02-04,3153.09,268685.98,348517.7,0.62256,0.62256,0.7709392664992337
2010-02-07,3150.99,263743.9,348517.7,0.60763,0.60763,0.7567589823988854
2010-02-08,3169.19,263562.08,348517.7,0.60542,0.60542,0.7562372872310359
2010-02-09,3214.13,264969.63,348517.7,0.61083,0.61083,0.7602759630285635
2010-02-10,3220.4,268278.7,348517.7,0.62299,0.62299,0.7697706601415079
2010-02-11,3251.28,268653.82,348517.7,0.62331,0.62331,0.7708469899807098
2010-02-21,3233.34,272818.45,348517.7,0.63544,0.63544,0.7827965408930451
2010-02-22,3198.63,271609.15,348517.7,0.63322,0.63322,0.7793267027757844
2010-02-23,3244.48,270010.8,348517.7,0.62848,0.62848,0.7747405655437298
2010-02-24,3292.13,274039.39,348517.7,0.63973,0.63973,0.7862997776009655
2010-02-25,3281.67,277811.9,348517.7,0.65349,0.65349,0.7971242206636852
2010-02-28,3324.42,278318.77,348517.7,0.6563,0.6563,0.7985785800835941
2010-03-01,3311.24,281637.59,348517.7,0.66919,0.66919,0.8081012528201581
2010-03-02,3335.08,280591.11,348517.7,0.66107,0.66107,0.8050985932708725
2010-03-03,3250.57,282790.71,348517.7,0.67393,0.67393,0.8114098939594747
2010-03-04,3259.76,275888.34,348517.7,0.63987,0.63987,0.7916049600924143
2010-03-07,3286.18,276761.1,348517.7,0.64519,0.64519,0.794109165761165
2010-03-08,3305.86,278825.31,348517.7,0.65803,0.65803,0.8000319926362419
2010-03-09,3279.69,280345.22,348517.7,0.66082,0.66082,0.8043930623896576
2010-03-10,3276.7,278338.02,348517.7,0.65442,0.65442,0.7986338140071508
2010-03-11,3233.13,278622.4,348517.7,0.65638,0.65638,0.7994497840425322
2010-03-14,3183.18,275264.0,348517.7,0.635,0.635,0.7898135446205458
2010-03-15,3203.97,272129.39,348517.7,0.62864,0.62864,0.7808194246662364
2010-03-16,3273.92,273660.38,348517.7,0.63228,0.63228,0.7852122862052631
2010-03-17,3267.55,279234.64,348517.7,0.66002,0.66002,0.8012064810481648
2010-03-18,3293.87,279006.96,348517.7,0.65947,0.65947,0.8005532000239873
2010-03-21,3302.63,281282.72,348517.7,0.66805,0.66805,0.8070830261992431
2010-03-22,3275.57,282021.98,348517.7,0.6733,0.6733,0.809204181021509
2010-03-23,3276.67,280456.42,348517.7,0.66197,0.66197,0.8047121279636585
2010-03-24,3229.13,281080.79,348517.7,0.66639,0.66639,0.8065036295143689
2010-03-25,3275.0,277879.33,348517.7,0.64847,0.64847,0.7973176972073441
2010-03-28,3358.54,281504.6,348517.7,0.67025,0.67025,0.8077196653139854
2010-03-29,3366.71,287577.33,348517.7,0.69777,0.69777,0.8251441175010624
2010-03-30,3345.61,288385.11,348517.7,0.70132,0.70132,0.8274618763982431
2010-03-31,3391.93,287381.09,348517.7,0.69415,0.69415,0.8245810471032031
2010-04-01,3407.35,290935.65,348517.7,0.71417,0.71417,0.8347801273794703
2010-04-05,3405.14,292080.54,348517.7,0.71523,0.71523,0.838065154223157
2010-04-06,3386.95,292368.9,348517.7,0.71546,0.71546,0.8388925440515647
2010-04-07,3346.74,291896.07,348517.7,0.71405,0.71405,0.8375358554242726
2010-04-08,3379.17,289381.08,348517.7,0.70279,0.70279,0.830319607870705
2010-04-11,3351.48,292661.03,348517.7,0.71698,0.71698,0.8397307511211053
2010-04-12,3391.72,291499.34,348517.7,0.7123,0.7123,0.8363975201259506
2010-04-13,3403.71,293365.66,348517.7,0.72072,0.72072,0.8417525422668632
2010-04-14,3394.57,293930.38,348517.7,0.72177,0.72177,0.8433728903869158
2010-04-15,3356.33,292988.25,348517.7,0.71872,0.71872,0.8406696417427293
2010-04-18,3176.42,290429.48,348517.7,0.70507,0.70507,0.8333277764658724
2010-04-19,3173.37,276817.61,348517.7,0.63265,0.63265,0.79427130960637
2010-04-20,3236.68,276972.23,348517.7,0.63377,0.63377,0.7947149599575574
2010-04-21,3201.54,282778.37,348517.7,0.67074,0.67074,0.8113744868625037
2010-04-22,3190.0,280094.31,348517.7,0.65228,0.65228,0.803673127648897
2010-04-25,3172.0,278730.45,348517.7,0.64687,0.64687,0.7997598113381329
2010-04-26,3108.41,277386.56,348517.7,0.63496,0.63496,0.7959037948431313
2010-04-27,3097.35,271661.81,348517.7,0.61332,0.61332,0.779477799836278
2010-04-28,3060.06,271034.14,348517.7,0.61039,0.61039,0.777676829612958
2010-04-29,3067.36,267709.67,348517.7,0.59448,0.59448,0.7681379453611681
2010-05-03,3019.45,267399.75,348517.7,0.594,0.594,0.7672486935383769
2010-05-04,3036.39,264468.26,348517.7,0.58381,0.58381,0.7588373847296709
2010-05-05,2896.86,267225.14,348517.7,0.59385,0.59385,0.7667476859855324
2010-05-06,2836.79,257723.14,348517.7,0.5675,0.5675,0.7394836474589382
2010-05-09,2858.23,252922.2,348517.7,0.55977,0.55977,0.7257083356168137
2010-05-10,2800.82,252961.68,348517.7,0.56013,0.56013,0.7258216153727629
2010-05-11,2818.16,247972.48,348517.7,0.54677,0.54677,0.7115061301047264
2010-05-12,2886.91,248336.6,348517.7,0.54795,0.54795,0.7125508977018957
2010-05-13,2868.02,253491.84,348517.7,0.56119,0.56119,0.7273428006669388
2010-05-16,2714.72,252458.98,348517.7,0.55672,0.55672,0.7243792209118791
2010-05-17,2771.35,239606.01,348517.7,0.52974,0.52974,0.6875002618231442
2010-05-18,2762.17,243224.99,348517.7,0.53815,0.53815,0.6978841820659323
2010-05-19,2726.02,242892.38,348517.7,0.53692,0.53692,0.6969298259457124
2010-05-20,2768.79,240110.95,348517.7,0.53007,0.53007,0.6889490835042238
2010-05-23,2873.47,243397.06,348517.7,0.53926,0.53926,0.6983779016101621
2010-05-24,2813.94,252009.25,348517.7,0.55725,0.55725,0.7230888129928551
2010-05-25,2813.94,247698.17,348517.7,0.5464,0.5464,0.7107190538672785
2010-05-26,2859.98,247998.28,348517.7,0.54756,0.54756,0.7115801579087662
2010-05-27,2850.3,251185.95,348517.7,0.55671,0.55671,0.7207265226414613
2010-05-30,2773.26,251924.08,348517.7,0.55786,0.55786,0.7228444351606819
2010-05-31,2744.16,245974.66,348517.7,0.54147,0.54147,0.7057737957067891
2010-06-01,2757.53,243630.57,348517.7,0.53705,0.53705,0.6990479106226168
2010-06-02,2736.08,244676.37,348517.7,0.53901,0.53901,0.7020486190514857
2010-06-03,2744.39,243345.99,348517.7,0.5354,0.5354,0.6982313667282894
2010-06-06,2695.72,243746.3,348517.7,0.53736,0.53736,0.6993799741017457
2010-06-07,2699.34,240427.38,348517.7,0.52581,0.52581,0.6898570144357087
2010-06-08,2782.13,241023.46,348517.7,0.52698,0.52698,0.6915673436385009
2010-06-09,2750.02,247627.57,348517.7,0.54718,0.54718,0.7105164816593246
2010-06-10,2758.87,246521.67,348517.7,0.54437,0.54437,0.7073433286171692
2010-06-16,2742.73,246994.96,348517.7,0.54553,0.54553,0.7087013371200371
2010-06-17,2696.17,245482.89,348517.7,0.54035,0.54035,0.7043627626373066
2010-06-20,2780.66,240330.88,348517.7,0.52332,0.52332,0.689580127494242
2010-06-21,2783.72,247377.27,348517.7,0.5466,0.5466,0.7097982971883493
2010-06-22,2758.49,247891.99,348517.7,0.55012,0.55012,0.7112751805718905
2010-06-23,2757.5,246651.45,348517.7,0.54416,0.54416,0.7077157056872578
2010-06-24,2736.29,246572.39,348517.7,0.54374,0.54374,0.7074888592458862
2010-06-27,2716.78,244751.15,348517.7,0.5378,0.5378,0.7022631849114119
2010-06-28,2592.02,242681.97,348517.7,0.52872,0.52872,0.6963260976415258
2010-06-29,2563.07,231862.31,348517.7,0.5,0.5,0.6652813042207039
2010-06-30,2526.07,229159.63,348517.7,0.49489,0.49489,0.6575265187392204
2010-07-01,2534.11,226738.73,348517.7,0.4898,0.4898,0.6505802431268197
2010-07-04,2512.65,227226.62,348517.7,0.49176,0.49176,0.6519801433327489
2010-07-05,2562.9,225787.93,348517.7,0.48746,0.48746,0.6478521176973221
2010-07-06,2580.48,230801.0,348517.7,0.50039,0.50039,0.6622360930305692
2010-07-07,2575.92,232284.72,348517.7,0.50391,0.50391,0.666493323007698
2010-07-08,2647.1,231355.47,348517.7,0.50117,0.50117,0.6638270308796368
2010-07-11,2676.22,236881.28,348517.7,0.51719,0.51719,0.6796822083928592
2010-07-12,2634.59,238839.94,348517.7,0.52069,0.52069,0.685302181209161
2010-07-13,2653.61,235303.59,348517.7,0.51248,0.51248,0.6751553507899312
2010-07-14,2608.52,237025.6,348517.7,0.51832,0.51832,0.6800963050083253
2010-07-15,2616.13,240307.44,348517.7,0.52492,0.52492,0.6895128712257655
2010-07-18,2682.47,241455.71,348517.7,0.52918,0.52918,0.6928075962856406
2010-07-19,2741.5,246642.95,348517.7,0.54977,0.54977,0.7076913166820509
2010-07-20,2747.34,251998.96,348517.7,0.56954,0.56954,0.7230592879500811
2010-07-21,2781.29,252444.92,348517.7,0.57143,0.57143,0.7243388786279721
2010-07-22,2793.08,255350.94,348517.7,0.58029,0.58029,0.7326771064998994
2010-07-25,2811.05,256539.34,348517.7,0.58217,0.58217,0.7360869763572984
2010-07-26,2795.72,258278.8,348517.7,0.58559,0.58559,0.7410779997687348
2010-07-27,2863.72,257217.82,348517.7,0.58437,0.58437,0.7380337354458611
2010-07-28,2877.98,263009.88,348517.7,0.59397,0.59397,0.7546528626810058
2010-07-29,2868.85,264304.72,348517.7,0.60046,0.60046,0.7583681402694898
2010-08-01,2917.28,263396.73,348517.7,0.59614,0.59614,0.7557628493473931
2010-08-02,2865.97,267241.17,348517.7,0.61265,0.61265,0.7667936807800578
2010-08-03,2876.43,263115.25,348517.7,0.59291,0.59291,0.7549552002667296
2010-08-04,2850.83,264351.47,348517.7,0.60092,0.60092,0.7585022797981278
2010-08-05,2897.66,262893.49,348517.7,0.59122,0.59122,0.754318905467355
2010-08-08,2918.24,266984.83,348517.7,0.61231,0.61231,0.7660581657689122
2010-08-09,2832.64,268700.81,348517.7,0.62183,0.62183,0.7709818181400829
2010-08-10,2850.21,261060.93,348517.7,0.58756,0.58756,0.7490607507165346
2010-08-11,2816.39,262515.35,348517.7,0.58941,0.58941,0.7532339103580679
2010-08-12,2855.55,259511.0,348517.7,0.58359,0.58359,0.7446135447353176
2010-08-15,2922.08,262971.33,348517.7,0.59157,0.59157,0.7545422513691558
2010-08-16,2942.29,268757.44,348517.7,0.62328,0.62328,0.7711443063006556
2010-08-17,2937.36,270041.22,348517.7,0.62816,0.62816,0.7748278494894233
2010-08-18,2955.39,271266.27,348517.7,0.63303,0.63303,0.778342878998685
2010-08-19,2898.33,273169.06,348517.7,0.63866,0.63866,0.783802544318409
2010-08-22,2896.19,268686.1,348517.7,0.61985,0.61985,0.7709396108146013
2010-08-23,2911.83,268622.53,348517.7,0.61785,0.61785,0.7707572097486011
2010-08-24,2843.02,270088.03,348517.7,0.62805,0.62805,0.7749621611757452
2010-08-25,2850.09,264621.83,348517.7,0.60091,0.60091,0.7592780223213914
2010-08-26,2858.57,265561.4,348517.7,0.60426,0.60426,0.7619739255710686
2010-08-29,2915.01,266819.16,348517.7,0.60913,0.60913,0.7655828097109557
2010-08-30,2903.19,271601.83,348517.7,0.6345,0.6345,0.7793056995383592
2010-08-31,2884.04,271216.07,348517.7,0.63326,0.63326,0.7781988404032277
2010-09-01,2921.39,269197.13,348517.7,0.62215,0.62215,0.772405906500588
2010-09-02,2920.2,273007.92,348517.7,0.64064,0.64064,0.7833401861655807
2010-09-05,2975.09,273345.65,348517.7,0.64242,0.64242,0.7843092330748195
2010-09-06,2983.11,276403.68,348517.7,0.65405,0.65405,0.7930836224386881
2010-09-07,2980.97,276971.24,348517.7,0.65658,0.65658,0.7947121193557745
2010-09-08,2926.46,277454.44,348517.7,0.66062,0.66062,0.796098562569419
2010-09-09,2932.55,273613.11,348517.7,0.64199,0.64199,0.7850766546433653
2010-09-12,2962.32,274601.07,348517.7,0.64528,0.64528,0.787911403065038
2010-09-13,2965.01,277448.55,348517.7,0.66063,0.66063,0.7960816624234579
2010-09-14,2913.19,277513.37,348517.7,0.6624,0.6624,0.7962676501078711
2010-09-15,2857.79,273549.16,348517.7,0.64006,0.64006,0.7848931632453674
2010-09-16,2861.37,268245.99,348517.7,0.61099,0.61099,0.7696768055108821
2010-09-19,2849.83,268103.1,348517.7,0.61053,0.61053,0.7692668119868803
2010-09-20,2857.48,266784.0,348517.7,0.6018,0.6018,0.7654819253082411
2010-09-26,2905.03,267306.71,348517.7,0.60586,0.60586,0.7669817343566769
2010-09-27,2880.91,271431.1,348517.7,0.63091,0.63091,0.7788158248490679
2010-09-28,2874.81,270475.62,348517.7,0.62594,0.62594,0.7760742711202329
2010-09-29,2935.57,269974.14,348517.7,0.62172,0.62172,0.77463537719892
2010-10-07,3044.23,274552.73,348517.7,0.64596,0.64596,0.7877727013577789
2010-10-10,3132.89,283031.51,348517.7,0.70007,0.70007,0.8121008201305128
2010-10-11,3172.73,289071.35,348517.7,0.72272,0.72272,0.8294309012139124
2010-10-12,3217.58,292054.51,348517.7,0.73712,0.73712,0.8379904664813294
2010-10-13,3224.14,294822.01,348517.7,0.74776,0.74776,0.8459312396472259
2010-10-14,3327.68,295635.4,348517.7,0.75242,0.75242,0.8482650952878433
2010-10-17,3306.16,303900.02,348517.7,0.7772,0.7772,0.8719787259011522
2010-10-18,3375.67,301869.04,348517.7,0.7729,0.7729,0.8661512456899606
2010-10-19,3396.88,307666.34,348517.7,0.78423,0.78423,0.8827854080294918
2010-10-20,3374.68,308484.06,348517.7,0.78662,0.78662,0.885131687716291
2010-10-21,3378.66,307390.47,348517.7,0.78232,0.78232,0.8819938556922646
2010-10-24,3481.08,307669.03,348517.7,0.78396,0.78396,0.8827931264323161
2010-10-25,3466.08,315791.61,348517.7,0.81528,0.81528,0.9060992024221438
2010-10-26,3403.87,315064.16,348517.7,0.81319,0.81319,0.9040119339706418
2010-10-27,3397.69,310805.84,348517.7,0.79556,0.79556,0.891793558835032
2010-10-28,3379.98,311015.93,348517.7,0.79571,0.79571,0.8923963689649047
2010-10-31,3472.99,310281.34,348517.7,0.7929,0.7929,0.8902886137490291
2010-11-01,3463.13,318591.34,348517.7,0.82557,0.82557,0.9141324529571956
2010-11-02,3420.34,318173.18,348517.7,0.82349,0.82349,0.9129326286728048
2010-11-03,3480.51,315790.21,348517.7,0.81402,0.81402,0.9060951854095216
2010-11-04,3520.8,321622.3,348517.7,0.82817,0.82817,0.9228291705127171
2010-11-07,3548.57,325949.59,348517.7,0.83272,0.83272,0.9352454409058708
2010-11-08,3523.95,329483.62,348517.7,0.83652,0.83652,0.9453856145613264
2010-11-09,3499.11,328299.04,348517.7,0.83444,0.83444,0.9419867054097969
2010-11-10,3509.97,328246.51,348517.7,0.83382,0.83382,0.9418359813576183
2010-11-11,3291.83,330554.94,348517.7,0.83835,0.83835,0.9484595473917107
2010-11-14,3314.89,313774.55,348517.7,0.80176,0.80176,0.900311662793597
2010-11-15,3169.54,317609.28,348517.7,0.81805,0.81805,0.9113146333744312
2010-11-16,3103.91,305339.88,348517.7,0.76906,0.76906,0.8761101086114134
2010-11-17,3147.96,298786.28,348517.7,0.75018,0.75018,0.8573058986674135
2010-11-18,3178.85,302324.57,348517.7,0.76208,0.76208,0.8674582955184199
2010-11-21,3171.94,306200.97,348517.7,0.7703,0.7703,0.8785808296106624
2010-11-22,3107.18,306537.24,348517.7,0.7712,0.7712,0.8795456873495952
2010-11-23,3177.04,301676.69,348517.7,0.75822,0.75822,0.8655993368486019
2010-11-24,3223.48,306608.43,348517.7,0.77153,0.77153,0.8797499524414398
2010-11-25,3194.85,310042.57,348517.7,0.78629,0.78629,0.8896035122462934
2010-11-28,3190.05,307570.85,348517.7,0.77332,0.77332,0.8825114190757025
2010-11-29,3136.99,307645.08,348517.7,0.77349,0.77349,0.8827244068235272
2010-11-30,3136.02,302052.74,348517.7,0.75764,0.75764,0.8666783351319028
2010-12-01,3155.06,302263.2,348517.7,0.75855,0.75855,0.867282206900826
2010-12-02,3158.16,304643.67,348517.7,0.76308,0.76308,0.8741124769272837
2010-12-05,3165.57,304171.73,348517.7,0.76253,0.76253,0.8727583419723015
2010-12-06,3200.34,304607.53,348517.7,0.7627,0.7627,0.8740087806157335
2010-12-07,3171.88,307472.85,348517.7,0.77302,0.77302,0.8822302281921405
2010-12-08,3123.37,305032.85,348517.7,0.76377,0.76377,0.8752291490503925
2010-12-09,3161.98,300721.38,348517.7,0.74946,0.74946,0.8628582708998711
2010-12-12,3261.06,304465.1,348517.7,0.76122,0.76122,0.8736001069673075
2010-12-13,3269.47,313207.68,348517.7,0.79971,0.79971,0.8986851456898746
2010-12-14,3247.64,314490.48,348517.7,0.80636,0.80636,0.9023658769698066
2010-12-15,3230.66,313253.32,348517.7,0.79928,0.79928,0.898816100301362
2010-12-16,3225.66,312313.58,348517.7,0.79582,0.79582,0.8961197092715808
2010-12-19,3178.66,312309.03,348517.7,0.79524,0.79524,0.8961066539805583
2010-12-20,3249.51,308098.41,348517.7,0.77522,0.77522,0.8840251442035798
2010-12-21,3215.45,313275.63,348517.7,0.79986,0.79986,0.8988801142667934
2010-12-22,3188.61,310734.51,348517.7,0.78777,0.78777,0.8915888920419249
2010-12-23,3162.95,307839.88,348517.7,0.77354,0.77354,0.883283345436975
2010-12-26,3099.71,305055.94,348517.7,0.76006,0.76006,0.8752954010657135
2010-12-27,3044.93,299029.46,348517.7,0.73654,0.73654,0.8580036537599095
2010-12-28,3061.83,294073.23,348517.7,0.71736,0.71736,0.8437827691391283
2010-12-29,3064.1,296777.59,348517.7,0.72975,0.72975,0.8515423750357586
2010-12-30,3128.26,297934.44,348517.7,0.73209,0.73209,0.8548617186444188
2011-01-03,3189.68,304123.33,412119.3,0.54044,0.54044,0.7379497393109229
2011-01-04,3175.66,308875.35,412119.3,0.54936,0.54936,0.7494804295746401
2011-01-05,3159.64,307677.57,412119.3,0.5461,0.5461,0.7465740381486623
2011-01-06,3166.62,305836.07,412119.3,0.54286,0.54286,0.7421056718285215
2011-01-09,3108.19,307427.63,412119.3,0.54532,0.54532,0.7459675632759738
2011-01-10,3124.92,302040.7,412119.3,0.53424,0.53424,0.7328962754231603
2011-01-11,3142.34,302726.96,412119.3,0.53599,0.53599,0.734561472855069
2011-01-12,3141.28,304398.4,412119.3,0.5406,0.5406,0.7386171916724115
2011-01-13,3091.86,306058.42,412119.3,0.54377,0.54377,0.7426452000670679
2011-01-16,2974.35,301740.06,412119.3,0.53201,0.53201,0.7321667779208594
2011-01-17,2977.65,291522.44,412119.3,0.50178,0.50178,0.7073739084774725
2011-01-18,3044.85,292186.14,412119.3,0.50568,0.50568,0.7089843644789264
2011-01-19,2944.71,297733.4,412119.3,0.52094,0.52094,0.7224446901661729
2011-01-20,2983.46,288838.65,412119.3,0.49362,0.49362,0.7008617407629296
2011-01-23,2954.23,292277.82,412119.3,0.50602,0.50602,0.7092068243346041
2011-01-24,2938.65,288870.14,412119.3,0.49363,0.49363,0.7009381506762726
2011-01-25,2978.43,286826.72,412119.3,0.48478,0.48478,0.6959798291417072
2011-01-26,3026.47,290353.39,412119.3,0.49788,0.49788,0.7045372298749416
2011-01-27,3036.74,294849.3,412119.3,0.5159,0.5159,0.715446473872978
2011-01-30,3076.51,295902.41,412119.3,0.51907,0.51907,0.7180018261702376
2011-01-31,3077.28,299799.12,412119.3,0.53282,0.53282,0.7274571222459127
2011-02-08,3040.95,300770.32,412119.3,0.53385,0.53385,0.729813721415134
2011-02-09,3104.16,298074.78,412119.3,0.52502,0.52502,0.723273042538896
2011-02-10,3120.96,303718.53,412119.3,0.54085,0.54085,0.7369674994595012
2011-02-13,3219.14,305487.41,412119.3,0.5468,0.5468,0.7412596546679565
2011-02-14,3217.67,312979.8,412119.3,0.57314,0.57314,0.7594398029890859
2011-02-15,3248.53,313407.63,412119.3,0.57414,0.57414,0.7604779247174301
2011-02-16,3245.91,316617.44,412119.3,0.58778,0.58778,0.7682664704128149
2011-02-17,3211.88,317054.82,412119.3,0.59158,0.59158,0.7693277650427922
2011-02-20,3257.91,314236.9,412119.3,0.57644,0.57644,0.7624901333181922
2011-02-21,3163.58,318202.28,412119.3,0.59846,0.59846,0.7721120559022595
2011-02-22,3174.74,310301.14,412119.3,0.55602,0.55602,0.7529400831264151
2011-02-23,3190.93,311460.35,412119.3,0.56193,0.56193,0.7557528851475773
2011-02-24,3197.62,312966.59,412119.3,0.57133,0.57133,0.7594077491638951
2011-02-27,3239.56,313259.11,412119.3,0.57233,0.57233,0.7601175436336032
2011-02-28,3254.89,316133.57,412119.3,0.58659,0.58659,0.7670923686417986
2011-03-01,3243.3,318062.23,412119.3,0.59944,0.59944,0.7717722271196714
2011-03-02,3221.72,317622.08,412119.3,0.59414,0.59414,0.7707042111349797
2011-03-03,3270.67,315908.61,412119.3,0.58328,0.58328,0.766546507285633
2011-03-06,3334.51,319918.08,412119.3,0.61003,0.61003,0.7762754134543081
2011-03-07,3337.46,325229.04,412119.3,0.62978,0.62978,0.7891623614812506
2011-03-08,3338.86,325914.13,412119.3,0.63143,0.63143,0.7908247199293991
2011-03-09,3280.26,326460.32,412119.3,0.63447,0.63447,0.792150040049083
2011-03-10,3247.38,322354.95,412119.3,0.61806,0.61806,0.7821884342713384
2011-03-13,3262.92,320716.37,412119.3,0.61207,0.61207,0.7782124496474686
2011-03-14,3203.96,321675.83,412119.3,0.6172,0.6172,0.7805405619198131
2011-03-15,3248.2,317341.23,412119.3,0.59113,0.59113,0.7700227337084189
2011-03-16,3197.1,321139.83,412119.3,0.61357,0.61357,0.7792399676501441
2011-03-17,3215.68,317143.63,412119.3,0.58893,0.58893,0.7695432608955708
2011-03-20,3207.11,318359.73,412119.3,0.59889,0.59889,0.7724941054689746
2011-03-21,3222.96,318177.2,412119.3,0.5971,0.5971,0.7720511997375518
2011-03-22,3264.93,318388.96,412119.3,0.59945,0.59945,0.7725650315333449
2011-03-23,3251.36,321682.89,412119.3,0.61905,0.61905,0.7805576928816487
2011-03-24,3294.48,321523.06,412119.3,0.61793,0.61793,0.780169868288139
2011-03-27,3290.57,324690.65,412119.3,0.6306,0.6306,0.7878559679199689
2011-03-28,3257.98,324994.09,412119.3,0.63154,0.63154,0.7885922595714397
2011-03-29,3256.08,321553.97,412119.3,0.61734,0.61734,0.780244870842011
2011-03-30,3223.29,320738.97,412119.3,0.61073,0.61073,0.7782672881371971
2011-03-31,3272.73,317753.77,412119.3,0.59244,0.59244,0.7710237545293317
2011-04-05,3311.07,321688.83,412119.3,0.61951,0.61951,0.7805721061838162
2011-04-06,3324.42,324213.44,412119.3,0.62938,0.62938,0.7866980265180495
2011-04-07,3353.36,325475.15,412119.3,0.63374,0.63374,0.7897595429284676
2011-04-10,3333.43,328263.07,412119.3,0.65182,0.65182,0.7965243801976758
2011-04-11,3326.77,327090.14,412119.3,0.64247,0.64247,0.793678286845581
2011-04-12,3372.03,327084.3,412119.3,0.64203,0.64203,0.7936641161915979
2011-04-13,3353.56,330468.49,412119.3,0.66553,0.66553,0.8018757917913575
2011-04-14,3358.94,329746.32,412119.3,0.66234,0.66234,0.8001234593963448
2011-04-17,3359.44,330581.95,412119.3,0.66598,0.66598,0.8021511004216498
2011-04-18,3295.81,331236.53,412119.3,0.66758,0.66758,0.8037394269086646
2011-04-19,3295.76,325622.31,412119.3,0.63165,0.63165,0.7901166239969835
2011-04-20,3317.37,326529.48,412119.3,0.63736,0.63736,0.7923178555335797
2011-04-21,3299.94,328679.23,412119.3,0.65463,0.65463,0.7975341848828725
2011-04-24,3249.57,326953.51,412119.3,0.63989,0.63989,0.7933467566309077
2011-04-25,3230.96,321774.15,412119.3,0.61429,0.61429,0.7807791336149509
2011-04-26,3209.5,318969.48,412119.3,0.59279,0.59279,0.7739736527748154
2011-04-27,3161.78,317228.25,412119.3,0.57948,0.57948,0.769748589789413
2011-04-28,3192.72,312739.34,412119.3,0.55329,0.55329,0.7588563311643013
2011-05-02,3211.13,315656.75,412119.3,0.56784,0.56784,0.7659353735677994
2011-05-03,3129.03,318059.01,412119.3,0.5878,0.5878,0.7717644138481261
2011-05-04,3126.12,310985.04,412119.3,0.54133,0.54133,0.7545995540611662
2011-05-05,3121.4,311920.76,412119.3,0.54909,0.54909,0.7568700616544772
2011-05-08,3129.76,311486.45,412119.3,0.54601,0.54601,0.7558162163237684
2011-05-09,3153.22,312589.57,412119.3,0.55105,0.55105,0.7584929169781663
2011-05-10,3145.09,314766.55,412119.3,0.56351,0.56351,0.7637753194281365
2011-05-11,3101.6,314384.39,412119.3,0.56178,0.56178,0.7628480151257173
2011-05-12,3128.09,310058.14,412119.3,0.53576,0.53576,0.7523504480377405
2011-05-15,3100.46,312703.0,412119.3,0.55226,0.55226,0.7587681528140031
2011-05-16,3116.03,310688.37,412119.3,0.53774,0.53774,0.7538796896917955
2011-05-17,3139.38,310858.45,412119.3,0.53805,0.53805,0.7542923857242309
2011-05-18,3120.64,313077.74,412119.3,0.5572,0.5572,0.7596774526211221
2011-05-19,3121.6,311735.87,412119.3,0.54607,0.54607,0.7564214294258969
2011-05-22,3022.98,311575.46,412119.3,0.54503,0.54503,0.7560321974729163
2011-05-23,3026.22,302035.91,412119.3,0.51242,0.51242,0.7328846525751159
2011-05-24,2990.34,301529.63,412119.3,0.51007,0.51007,0.7316561733459219
2011-05-25,2978.38,298348.44,412119.3,0.50034,0.50034,0.723937073560981
2011-05-26,2963.31,297346.87,412119.3,0.49598,0.49598,0.7215067821380848
2011-05-29,2954.51,293971.11,412119.3,0.48828,0.48828,0.7133155617802903
2011-05-30,3001.56,293458.6,412119.3,0.48594,0.48594,0.7120719655691932
2011-05-31,3004.17,297941.03,412119.3,0.499,0.499,0.7229485005919404
